Entity,Code,Year,"Homicide rate per 100,000 population - Both sexes - All ages",Echelon,Death rate in ongoing conflicts in a country (best estimate) - Conflict type: all,terr_contr_vdem_owid,terr_contr_vdem_high_owid,terr_contr_vdem_low_owid
Russia,RUS,2009,12.334836,High,0.48615694,98.667,99.26,97.94
Russia,RUS,2010,11.651562,High,0.3323034,98.867,99.453,98.147
Russia,RUS,2011,11.282427,High,0.27621892,98.8,99.378,98.088
Russia,RUS,2012,11.311754,High,0.35925803,98.867,99.464,98.136
Russia,RUS,2013,11.137363,High,0.25076956,98.615,99.303,97.774
Russia,RUS,2014,11.446784,High,0.12613918,98.692,99.338,97.893
Russia,RUS,2015,11.506314,High,0.059446298,98.692,99.338,97.893
Russia,RUS,2016,10.93246,High,0.048239548,98.417,99.172,97.495
Russia,RUS,2017,9.139064,Medium,0.036438003,98.6,99.411,97.589
Russia,RUS,2018,8.214083,Medium,0.024716398,98.6,99.328,97.472
Russia,RUS,2019,7.68617,Medium,0.01783971,98.4,99.29,97.31
Russia,RUS,2020,7.3459663,Medium,0.021975407,98.6,99.447,97.553
Russia,RUS,2021,6.7993197,Medium,0.0,98.6,99.447,97.553
Rwanda,RWA,1990,,,36.16135,99.917,99.997,99.836
Rwanda,RWA,1991,,,14.494335,99.917,99.997,99.836
Rwanda,RWA,1992,,,8.449562,99.917,99.997,99.836
Rwanda,RWA,1993,,,12.359672,99.917,99.997,99.836
Rwanda,RWA,1994,,,11471.723,99.917,99.997,99.836
Rwanda,RWA,1995,,,73.88915,99.917,99.997,99.836
Rwanda,RWA,1996,,,15.501429,99.917,99.997,99.836
Rwanda,RWA,1997,,,95.05994,99.917,99.997,99.836
Rwanda,RWA,1998,,,24.170359,99.917,99.997,99.836
Rwanda,RWA,1999,,,1.3608693,99.917,99.997,99.836
Rwanda,RWA,2000,,,0.110974185,99.917,99.997,99.836
Rwanda,RWA,2001,,,24.854237,99.917,99.997,99.836
Rwanda,RWA,2002,,,0.0,99.917,99.997,99.836
Rwanda,RWA,2003,,,0.14005613,99.917,99.997,99.836
Rwanda,RWA,2004,,,0.48908904,99.917,99.997,99.836
Rwanda,RWA,2005,,,0.0,99.917,99.997,99.836
Rwanda,RWA,2006,3.4411838,Low,0.23732284,99.917,99.997,99.836
Rwanda,RWA,2007,2.8141894,Low,0.11550767,99.917,99.997,99.836
Rwanda,RWA,2008,1.4720922,Very Low,0.31690863,99.917,99.997,99.836
Rwanda,RWA,2009,,,0.11947745,99.917,99.997,99.836
Rwanda,RWA,2010,2.8227677,Low,0.0,99.917,99.997,99.836
Rwanda,RWA,2011,,,0.0,99.917,99.997,99.836
Rwanda,RWA,2012,2.3615508,Low,1.1438766,99.917,99.997,99.836
Rwanda,RWA,2013,3.2338412,Low,2.3150334,99.917,99.997,99.836
Rwanda,RWA,2014,3.7648048,Low,0.0,99.917,99.997,99.836
Rwanda,RWA,2015,2.5165424,Low,0.0,99.917,99.997,99.836
Rwanda,RWA,2016,3.2855864,Low,0.22630309,99.917,99.997,99.836
Rwanda,RWA,2017,3.8429024,Low,0.01635277,99.917,99.997,99.836
Rwanda,RWA,2018,2.274213,Low,0.02393908,99.917,99.997,99.836
Rwanda,RWA,2019,3.1476364,Low,0.19477946,99.667,99.859,99.474
Rwanda,RWA,2020,3.590347,Low,0.045639984,99.833,99.982,99.684
Rwanda,RWA,2021,,,0.051998638,99.833,99.982,99.684
Sao Tome and Principe,STP,1990,6.6476655,Medium,0.0,99.286,99.938,98.633
Sao Tome and Principe,STP,1991,5.687173,Medium,0.0,99.286,99.938,98.633
Sao Tome and Principe,STP,1992,9.55049,Medium,0.0,99.286,99.938,98.633
Sao Tome and Principe,STP,1993,6.241126,Medium,0.0,99.286,99.938,98.633
Sao Tome and Principe,STP,1994,6.1224804,Medium,0.0,99.286,99.938,98.633
Sao Tome and Principe,STP,1995,,,0.0,99.286,99.938,98.633
Sao Tome and Principe,STP,1996,,,0.0,99.286,99.938,98.633
Sao Tome and Principe,STP,1997,,,0.0,99.286,99.938,98.633
Sao Tome and Principe,STP,1998,,,0.0,99.286,99.938,98.633
Sao Tome and Principe,STP,1999,,,0.0,99.286,99.938,98.633
Sao Tome and Principe,STP,2000,,,0.0,99.286,99.938,98.633
Sao Tome and Principe,STP,2001,,,0.0,99.286,99.938,98.633
Sao Tome and Principe,STP,2002,,,0.0,99.286,99.938,98.633
Sao Tome and Principe,STP,2003,,,0.0,99.286,99.938,98.633
Sao Tome and Principe,STP,2004,,,0.0,99.286,99.938,98.633
Sao Tome and Principe,STP,2005,,,0.0,99.286,99.938,98.633
Sao Tome and Principe,STP,2006,2.4136443,Low,0.0,99.286,99.938,98.633
Sao Tome and Principe,STP,2007,2.3550954,Low,0.0,99.286,99.938,98.633
Sao Tome and Principe,STP,2008,8.045815,Medium,0.0,99.286,99.938,98.633
Sao Tome and Principe,STP,2009,2.8069704,Low,0.0,99.286,99.938,98.633
Sao Tome and Principe,STP,2010,3.2941964,Low,0.0,99.286,99.938,98.633
Sao Tome and Principe,STP,2011,3.225035,Low,0.0,99.286,99.938,98.633
Sao Tome and Principe,STP,2012,,,0.0,99.286,99.938,98.633
Sao Tome and Principe,STP,2013,,,0.0,99.286,99.938,98.633
Sao Tome and Principe,STP,2014,,,0.0,99.286,99.938,98.633
Sao Tome and Principe,STP,2015,,,0.0,99.286,99.938,98.633
Sao Tome and Principe,STP,2016,,,0.0,99.286,99.938,98.633
Sao Tome and Principe,STP,2017,,,0.0,99.286,99.938,98.633
Sao Tome and Principe,STP,2018,,,0.0,99.286,99.938,98.633
Sao Tome and Principe,STP,2019,,,0.0,99.286,99.938,98.633
Sao Tome and Principe,STP,2020,,,0.0,99.286,99.938,98.633
Sao Tome and Principe,STP,2021,,,0.0,99.286,99.938,98.633
Saudi Arabia,SAU,1990,,,0.0,99.091,99.587,98.594
Saudi Arabia,SAU,1991,,,0.5764283,99.091,99.587,98.594
Saudi Arabia,SAU,1992,,,0.0,99.091,99.587,98.594
Saudi Arabia,SAU,1993,,,0.0,99.091,99.587,98.594
Saudi Arabia,SAU,1994,,,0.0,99.091,99.587,98.594
Saudi Arabia,SAU,1995,,,0.0,99.091,99.587,98.594
Saudi Arabia,SAU,1996,,,0.0,99.091,99.587,98.594
Saudi Arabia,SAU,1997,,,0.0,99.091,99.587,98.594
Saudi Arabia,SAU,1998,,,0.0,99.091,99.587,98.594
Saudi Arabia,SAU,1999,0.8757876,Undefined,0.0,99.091,99.587,98.594
Saudi Arabia,SAU,2000,0.8028815,Undefined,0.0,99.091,99.587,98.594
Saudi Arabia,SAU,2001,1.0368593,Very Low,0.0,99.091,99.587,98.594
Saudi Arabia,SAU,2002,1.2597568,Very Low,0.0,99.091,99.587,98.594
Saudi Arabia,SAU,2003,1.079874,Very Low,0.11230689,99.091,99.587,98.594
Saudi Arabia,SAU,2004,1.2720921,Very Low,0.38458607,99.091,99.587,98.594
Saudi Arabia,SAU,2005,1.2173307,Very Low,0.12706141,99.091,99.587,98.594
Saudi Arabia,SAU,2006,1.0046146,Very Low,0.043336313,99.091,99.587,98.594
Saudi Arabia,SAU,2007,1.0037853,Very Low,0.0075757387,99.091,99.587,98.594
Saudi Arabia,SAU,2008,,,0.0,99.091,99.587,98.594
Saudi Arabia,SAU,2009,,,0.0,99.091,99.587,98.594
Saudi Arabia,SAU,2010,,,0.0,98.727,99.266,98.188
Saudi Arabia,SAU,2011,,,0.0,98.727,99.266,98.188
Saudi Arabia,SAU,2012,,,0.0,98.727,99.266,98.188
Saudi Arabia,SAU,2013,,,0.0,99.5,99.796,99.204
Saudi Arabia,SAU,2014,,,0.0,99.5,99.796,99.204
Saudi Arabia,SAU,2015,,,0.6259573,99.5,99.796,99.204
Saudi Arabia,SAU,2016,,,0.37406924,99.625,99.874,99.376
Saudi Arabia,SAU,2017,,,0.54104453,99.0,99.801,98.199
Saudi Arabia,SAU,2018,0.6396686,Undefined,0.037123624,99.571,99.842,99.301
Saudi Arabia,SAU,2019,0.7954814,Undefined,0.17584325,99.143,99.578,98.707
Saudi Arabia,SAU,2020,,,0.044448014,99.429,99.974,98.883
Saudi Arabia,SAU,2021,,,0.30597717,96.0,98.982,93.018
Serbia,SRB,1990,,,0.0,93.6,97.595,89.605
Serbia,SRB,1991,,,0.43945253,93.6,97.595,89.605
Serbia,SRB,1992,,,0.3524893,90.6,94.383,86.817
Serbia,SRB,1993,,,1.2693108,90.6,94.383,86.817
Serbia,SRB,1994,,,0.0,90.6,94.383,86.817
Serbia,SRB,1995,,,0.0,90.6,94.383,86.817
Serbia,SRB,1996,,,0.0,90.6,94.383,86.817
Serbia,SRB,1997,,,0.0,90.6,94.383,86.817
Serbia,SRB,1998,,,0.1502722,90.6,94.383,86.817
Serbia,SRB,1999,,,10.754109,88.0,91.122,84.878
Serbia,SRB,2000,2.873338,Low,0.0,89.833,91.773,87.893
Serbia,SRB,2001,3.069037,Low,0.0,89.833,91.773,87.893
Serbia,SRB,2002,2.5302784,Low,0.0,89.833,91.773,87.893
Serbia,SRB,2003,2.2313893,Low,0.0,89.833,91.773,87.893
Serbia,SRB,2004,2.0856133,Low,0.0,89.833,91.773,87.893
Serbia,SRB,2005,1.8771683,Very Low,0.0,89.833,91.773,87.893
Serbia,SRB,2006,2.0013363,Low,0.0,89.833,91.773,87.893
Serbia,SRB,2007,2.2041268,Low,0.0,90.583,92.751,88.582
Serbia,SRB,2008,1.8128154,Very Low,0.0,90.583,92.751,88.582
Serbia,SRB,2009,2.0031128,Low,0.0,93.583,95.464,91.703
Serbia,SRB,2010,1.7246451,Very Low,0.0,93.583,95.464,91.703
Serbia,SRB,2011,1.6927093,Very Low,0.0,93.583,95.464,91.703
Serbia,SRB,2012,1.4490178,Very Low,0.0,93.583,95.464,91.703
Serbia,SRB,2013,1.8370023,Very Low,0.0,94.6,96.48,92.72
Serbia,SRB,2014,1.5641652,Very Low,0.0,94.6,96.48,92.72
Serbia,SRB,2015,1.3298764,Very Low,0.0,94.6,96.48,92.72
Serbia,SRB,2016,1.5480521,Very Low,0.0,94.6,96.48,92.72
Serbia,SRB,2017,1.1520613,Very Low,0.0,94.6,96.48,92.72
Serbia,SRB,2018,1.4124639,Very Low,0.0,95.5,96.999,93.801
Serbia,SRB,2019,1.1890196,Very Low,0.0,92.785,95.343,89.784
Serbia,SRB,2020,1.1416138,Very Low,0.0,92.333,94.86,89.584
Serbia,SRB,2021,1.0552616,Very Low,0.0,93.778,95.678,91.878
Seychelles,SYC,1990,,,0.0,95.875,97.82,93.93
Seychelles,SYC,1991,,,0.0,95.875,97.82,93.93
Seychelles,SYC,1992,,,0.0,95.875,97.82,93.93
Seychelles,SYC,1993,,,0.0,95.875,97.82,93.93
Seychelles,SYC,1994,,,0.0,95.875,97.82,93.93
Seychelles,SYC,1995,,,0.0,95.875,97.82,93.93
Seychelles,SYC,1996,,,0.0,95.875,97.82,93.93
Seychelles,SYC,1997,,,0.0,95.875,97.82,93.93
Seychelles,SYC,1998,,,0.0,95.875,97.82,93.93
Seychelles,SYC,1999,,,0.0,95.875,97.82,93.93
Seychelles,SYC,2000,,,0.0,95.875,97.82,93.93
Seychelles,SYC,2001,,,0.0,95.875,97.82,93.93
Seychelles,SYC,2002,,,0.0,95.875,97.82,93.93
Seychelles,SYC,2003,,,0.0,95.875,97.82,93.93
Seychelles,SYC,2004,11.804355,High,0.0,95.875,97.82,93.93
Seychelles,SYC,2005,,,0.0,95.875,97.82,93.93
Seychelles,SYC,2006,10.333781,High,0.0,95.875,97.82,93.93
Seychelles,SYC,2007,9.057509,Medium,0.0,95.875,97.82,93.93
Seychelles,SYC,2008,6.693142,Medium,0.0,95.875,97.82,93.93
Seychelles,SYC,2009,15.379545,High,0.0,95.875,97.82,93.93
Seychelles,SYC,2010,9.739364,Medium,0.0,95.875,97.82,93.93
Seychelles,SYC,2011,17.05266,High,0.0,95.875,97.82,93.93
Seychelles,SYC,2012,4.1968756,Low,0.0,95.875,97.82,93.93
Seychelles,SYC,2013,18.611576,High,0.0,95.833,97.962,93.704
Seychelles,SYC,2014,16.326365,High,0.0,95.833,97.962,93.704
Seychelles,SYC,2015,7.0536075,Medium,0.0,95.833,97.962,93.704
Seychelles,SYC,2016,11.939289,High,0.0,95.833,97.962,93.704
Seychelles,SYC,2017,6.875519,Medium,0.0,95.833,97.962,93.704
Seychelles,SYC,2018,8.729304,Medium,0.0,95.833,97.962,93.704
Seychelles,SYC,2019,9.581068,Medium,0.0,98.5,99.526,97.474
Seychelles,SYC,2020,8.52838,Medium,0.0,97.5,99.687,95.313
Seychelles,SYC,2021,4.6961365,Low,0.0,97.5,99.687,95.313
Sierra Leone,SLE,1990,,,0.0,84.143,92.865,73.707
Sierra Leone,SLE,1991,,,27.659927,66.357,78.772,53.514
Sierra Leone,SLE,1992,,,12.042101,50.857,62.357,39.928
Sierra Leone,SLE,1993,,,14.73569,50.857,62.357,39.928
Sierra Leone,SLE,1994,,,47.97268,50.857,62.357,39.928
Sierra Leone,SLE,1995,,,73.86421,50.857,62.357,39.928
Sierra Leone,SLE,1996,,,21.162167,50.857,62.357,39.928
Sierra Leone,SLE,1997,,,26.787535,56.143,67.51,44.776
Sierra Leone,SLE,1998,,,114.80948,56.143,67.51,44.776
Sierra Leone,SLE,1999,,,100.53281,59.626,71.261,47.992
Sierra Leone,SLE,2000,,,18.171608,63.286,75.201,51.37
Sierra Leone,SLE,2001,,,1.0294195,63.286,75.201,51.37
Sierra Leone,SLE,2002,,,0.0194548,81.791,89.756,72.397
Sierra Leone,SLE,2003,,,0.0,85.571,93.606,75.823
Sierra Leone,SLE,2004,2.024098,Low,0.0,85.571,93.606,75.823
Sierra Leone,SLE,2005,1.7419353,Very Low,0.0,92.636,96.214,88.15
Sierra Leone,SLE,2006,1.7384497,Very Low,0.0,92.636,96.214,88.15
Sierra Leone,SLE,2007,2.25621,Low,0.0,92.636,96.214,88.15
Sierra Leone,SLE,2008,3.0209196,Low,0.0,92.636,96.214,88.15
Sierra Leone,SLE,2009,2.5240252,Low,0.0,92.636,96.214,88.15
Sierra Leone,SLE,2010,2.5323544,Low,0.0,92.636,96.214,88.15
Sierra Leone,SLE,2011,2.8280268,Low,0.0,92.636,96.214,88.15
Sierra Leone,SLE,2012,1.6645583,Very Low,0.0,93.091,96.647,88.626
Sierra Leone,SLE,2013,,,0.0,98.125,99.065,96.935
Sierra Leone,SLE,2014,,,0.0,98.125,99.065,96.935
Sierra Leone,SLE,2015,1.6951996,Very Low,0.0,98.125,99.065,96.935
Sierra Leone,SLE,2016,,,0.0,98.125,99.065,96.935
Sierra Leone,SLE,2017,,,0.0,98.857,99.616,98.098
Sierra Leone,SLE,2018,,,0.0,93.143,98.434,87.566
Sierra Leone,SLE,2019,,,0.0,93.833,98.274,88.726
Sierra Leone,SLE,2020,2.1374865,Low,0.0,93.333,98.452,87.881
Sierra Leone,SLE,2021,,,0.0,96.333,98.379,94.287
Singapore,SGP,1990,1.5551538,Very Low,0.0,85.0,94.397,73.38
Singapore,SGP,1991,1.6342906,Very Low,0.0,85.0,94.397,73.38
Singapore,SGP,1992,1.3319988,Very Low,0.0,85.0,94.397,73.38
Singapore,SGP,1993,1.7395837,Very Low,0.0,85.0,94.397,73.38
Singapore,SGP,1994,1.4249929,Very Low,0.0,85.0,94.397,73.38
Singapore,SGP,1995,1.5237558,Very Low,0.0,85.0,94.397,73.38
Singapore,SGP,1996,0.9036386,Undefined,0.0,85.0,94.397,73.38
Singapore,SGP,1997,1.0104637,Very Low,0.0,85.0,94.397,73.38
Singapore,SGP,1998,1.0345829,Very Low,0.0,85.0,94.397,73.38
Singapore,SGP,1999,0.9832392,Undefined,0.0,85.0,94.397,73.38
Singapore,SGP,2000,1.011446,Very Low,0.0,85.0,94.397,73.38
Singapore,SGP,2001,0.77644694,Undefined,0.0,85.0,94.397,73.38
Singapore,SGP,2002,0.742196,Undefined,0.0,85.0,94.397,73.38
Singapore,SGP,2003,0.63883954,Undefined,0.0,85.0,94.397,73.38
Singapore,SGP,2004,0.46834004,Undefined,0.0,85.0,94.397,73.38
Singapore,SGP,2005,,,0.0,85.0,94.397,73.38
Singapore,SGP,2006,0.3789075,Undefined,0.0,85.0,94.397,73.38
Singapore,SGP,2007,0.38599643,Undefined,0.0,85.0,94.397,73.38
Singapore,SGP,2008,0.5580355,Undefined,0.0,85.0,94.397,73.38
Singapore,SGP,2009,0.3991455,Undefined,0.0,85.0,94.397,73.38
Singapore,SGP,2010,0.36796108,Undefined,0.0,85.0,94.397,73.38
Singapore,SGP,2011,0.30295318,Undefined,0.0,85.0,94.397,73.38
Singapore,SGP,2012,0.2044228,Undefined,0.0,85.0,94.397,73.38
Singapore,SGP,2013,0.31032914,Undefined,0.0,85.0,94.397,73.38
Singapore,SGP,2014,0.25132388,Undefined,0.0,85.0,94.397,73.38
Singapore,SGP,2015,0.24778682,Undefined,0.0,85.0,94.397,73.38
Singapore,SGP,2016,0.31512976,Undefined,0.0,85.0,94.397,73.38
Singapore,SGP,2017,0.19082357,Undefined,0.0,85.0,94.397,73.38
Singapore,SGP,2018,0.15478449,Undefined,0.0,85.0,94.397,73.38
Singapore,SGP,2019,0.20455457,Undefined,0.0,85.0,94.397,73.38
Singapore,SGP,2020,0.16920847,Undefined,0.0,92.857,98.183,87.531
Singapore,SGP,2021,0.10099207,Undefined,0.0,92.857,98.183,87.531
Slovakia,SVK,1990,1.7676222,Very Low,0.0,99.929,99.997,99.86
Slovakia,SVK,1991,2.4241385,Low,0.0,99.929,99.997,99.86
Slovakia,SVK,1992,,,0.0,99.929,99.997,99.86
Slovakia,SVK,1993,2.5742881,Low,0.0,100.0,100.0,100.0
Slovakia,SVK,1994,2.4162683,Low,0.0,100.0,100.0,100.0
Slovakia,SVK,1995,2.392525,Low,0.0,100.0,100.0,100.0
Slovakia,SVK,1996,2.4634728,Low,0.0,100.0,100.0,100.0
Slovakia,SVK,1997,2.609103,Low,0.0,100.0,100.0,100.0
Slovakia,SVK,1998,2.3831332,Low,0.0,100.0,100.0,100.0
Slovakia,SVK,1999,2.623441,Low,0.0,100.0,100.0,100.0
Slovakia,SVK,2000,2.3992457,Low,0.0,100.0,100.0,100.0
Slovakia,SVK,2001,2.1947546,Low,0.0,100.0,100.0,100.0
Slovakia,SVK,2002,2.2510765,Low,0.0,100.0,100.0,100.0
Slovakia,SVK,2003,2.5491333,Low,0.0,100.0,100.0,100.0
Slovakia,SVK,2004,2.0093284,Low,0.0,100.0,100.0,100.0
Slovakia,SVK,2005,1.729833,Very Low,0.0,100.0,100.0,100.0
Slovakia,SVK,2006,1.5249472,Very Low,0.0,100.0,100.0,100.0
Slovakia,SVK,2007,1.5246221,Very Low,0.0,100.0,100.0,100.0
Slovakia,SVK,2008,1.5980272,Very Low,0.0,100.0,100.0,100.0
Slovakia,SVK,2009,1.4474126,Very Low,0.0,100.0,100.0,100.0
Slovakia,SVK,2010,1.6492403,Very Low,0.0,100.0,100.0,100.0
Slovakia,SVK,2011,1.7768961,Very Low,0.0,100.0,100.0,100.0
Slovakia,SVK,2012,1.3865052,Very Low,0.0,100.0,100.0,100.0
Slovakia,SVK,2013,1.4405127,Very Low,0.0,100.0,100.0,100.0
Slovakia,SVK,2014,1.328519,Very Low,0.0,100.0,100.0,100.0
Slovakia,SVK,2015,0.8848832,Undefined,0.0,100.0,100.0,100.0
Slovakia,SVK,2016,1.1047275,Very Low,0.0,100.0,100.0,100.0
Slovakia,SVK,2017,1.470746,Very Low,0.0,100.0,100.0,100.0
Slovakia,SVK,2018,1.2300924,Very Low,0.0,100.0,100.0,100.0
Slovakia,SVK,2019,1.3934921,Very Low,0.0,100.0,100.0,100.0
Slovakia,SVK,2020,1.154548,Very Low,0.0,100.0,100.0,100.0
Slovakia,SVK,2021,1.0096148,Very Low,0.0,100.0,100.0,100.0
Slovenia,SVN,1990,2.0644262,Low,0.0,,,
Slovenia,SVN,1991,2.0102549,Low,3.2164054,,,
Slovenia,SVN,1992,2.410437,Low,0.0,99.25,99.639,98.861
Slovenia,SVN,1993,1.3054277,Very Low,0.0,99.25,99.639,98.861
Slovenia,SVN,1994,2.0588024,Low,0.0,99.25,99.639,98.861
Slovenia,SVN,1995,2.2098272,Low,0.0,99.25,99.639,98.861
Slovenia,SVN,1996,1.9089084,Very Low,0.0,99.25,99.639,98.861
Slovenia,SVN,1997,1.8092016,Very Low,0.0,99.25,99.639,98.861
Slovenia,SVN,1998,0.70412654,Undefined,0.0,99.25,99.639,98.861
Slovenia,SVN,1999,1.2586462,Very Low,0.0,99.25,99.639,98.861
Slovenia,SVN,2000,1.8142061,Very Low,0.0,99.25,99.639,98.861
Slovenia,SVN,2001,1.4123673,Very Low,0.0,99.25,99.639,98.861
Slovenia,SVN,2002,1.8147292,Very Low,0.0,99.25,99.639,98.861
Slovenia,SVN,2003,1.0555886,Very Low,0.0,99.25,99.639,98.861
Slovenia,SVN,2004,1.3522166,Very Low,0.0,99.25,99.639,98.861
Slovenia,SVN,2005,0.99761647,Undefined,0.0,99.25,99.639,98.861
Slovenia,SVN,2006,0.59595656,Undefined,0.0,99.25,99.639,98.861
Slovenia,SVN,2007,1.1862227,Very Low,0.0,99.25,99.639,98.861
Slovenia,SVN,2008,0.4916341,Undefined,0.0,99.25,99.639,98.861
Slovenia,SVN,2009,0.6355172,Undefined,0.0,99.25,99.639,98.861
Slovenia,SVN,2010,0.7291154,Undefined,0.0,99.25,99.639,98.861
Slovenia,SVN,2011,0.7746485,Undefined,0.0,99.25,99.639,98.861
Slovenia,SVN,2012,0.67653966,Undefined,0.0,99.25,99.639,98.861
Slovenia,SVN,2013,0.5790459,Undefined,0.0,99.25,99.639,98.861
Slovenia,SVN,2014,0.7711152,Undefined,0.0,99.25,99.639,98.861
Slovenia,SVN,2015,0.96114016,Undefined,0.0,99.25,99.639,98.861
Slovenia,SVN,2016,0.47846434,Undefined,0.0,98.875,99.506,98.244
Slovenia,SVN,2017,0.90545523,Undefined,0.0,98.875,99.506,98.244
Slovenia,SVN,2018,0.42736584,Undefined,0.0,99.571,99.846,99.297
Slovenia,SVN,2019,0.662596,Undefined,0.0,99.571,99.846,99.297
Slovenia,SVN,2020,0.51944596,Undefined,0.0,99.571,99.846,99.297
Slovenia,SVN,2021,0.4246466,Undefined,0.0,99.571,99.846,99.297
Solomon Islands,SLB,1990,,,0.0,81.667,92.805,70.528
Solomon Islands,SLB,1991,,,0.0,81.667,92.805,70.528
Solomon Islands,SLB,1992,,,0.5815154,81.667,92.805,70.528
Solomon Islands,SLB,1993,,,0.0,81.667,92.805,70.528
Solomon Islands,SLB,1994,,,0.0,81.667,92.805,70.528
Solomon Islands,SLB,1995,,,0.0,81.667,92.805,70.528
Solomon Islands,SLB,1996,,,0.0,81.667,92.805,70.528
Solomon Islands,SLB,1997,,,0.0,81.667,92.805,70.528
Solomon Islands,SLB,1998,,,0.0,81.667,92.805,70.528
Solomon Islands,SLB,1999,,,0.0,78.667,88.385,68.948
Solomon Islands,SLB,2000,,,0.0,78.667,88.385,68.948
Solomon Islands,SLB,2001,,,0.0,79.333,89.155,69.511
Solomon Islands,SLB,2002,,,0.0,79.333,89.155,69.511
Solomon Islands,SLB,2003,,,0.0,80.0,90.19,69.81
Solomon Islands,SLB,2004,4.239219,Low,0.0,80.0,90.19,69.81
Solomon Islands,SLB,2005,5.388757,Medium,0.0,88.8,94.367,82.433
Solomon Islands,SLB,2006,4.6612535,Low,0.0,88.8,94.367,82.433
Solomon Islands,SLB,2007,5.152402,Medium,0.0,88.8,94.367,82.433
Solomon Islands,SLB,2008,3.6821635,Low,0.0,88.8,94.367,82.433
Solomon Islands,SLB,2009,,,0.0,88.8,94.367,82.433
Solomon Islands,SLB,2010,,,0.0,81.5,90.288,72.112
Solomon Islands,SLB,2011,,,0.0,81.5,90.288,72.112
Solomon Islands,SLB,2012,,,0.0,81.5,90.288,72.112
Solomon Islands,SLB,2013,,,0.0,81.5,90.288,72.112
Solomon Islands,SLB,2014,,,0.0,81.5,90.288,72.112
Solomon Islands,SLB,2015,,,0.0,84.556,94.481,74.408
Solomon Islands,SLB,2016,,,0.0,94.333,99.433,89.234
Solomon Islands,SLB,2017,,,0.0,91.375,97.143,85.357
Solomon Islands,SLB,2018,,,0.0,91.375,97.143,85.357
Solomon Islands,SLB,2019,,,0.0,92.714,99.573,85.856
Solomon Islands,SLB,2020,,,0.0,92.0,96.681,87.033
Solomon Islands,SLB,2021,,,0.0,93.857,97.091,90.623
South Africa,ZAF,1990,,,3.6060374,85.833,91.215,79.118
South Africa,ZAF,1991,,,1.698811,85.833,91.215,79.118
South Africa,ZAF,1992,,,1.6929771,85.833,91.215,79.118
South Africa,ZAF,1993,,,2.0905132,85.833,91.215,79.118
South Africa,ZAF,1994,60.00973,Very High,1.1763896,88.833,94.996,82.004
South Africa,ZAF,1995,61.103416,Very High,0.3251028,96.467,98.165,94.235
South Africa,ZAF,1996,57.028854,Very High,0.3492933,96.467,98.165,94.235
South Africa,ZAF,1997,54.070827,Very High,0.0,96.467,98.165,94.235
South Africa,ZAF,1998,54.800026,Very High,0.063246734,96.467,98.165,94.235
South Africa,ZAF,1999,48.75263,Very High,0.0,96.467,98.165,94.235
South Africa,ZAF,2000,46.47828,Very High,0.0,96.467,98.165,94.235
South Africa,ZAF,2001,45.321045,Very High,0.0,96.467,98.165,94.235
South Africa,ZAF,2002,45.22097,Very High,0.0,96.467,98.165,94.235
South Africa,ZAF,2003,41.21067,Very High,0.0,96.467,98.165,94.235
South Africa,ZAF,2004,38.70371,Very High,0.0,96.467,98.165,94.235
South Africa,ZAF,2005,37.79902,Very High,0.0,96.467,98.165,94.235
South Africa,ZAF,2006,38.60441,Very High,0.0,96.467,98.165,94.235
South Africa,ZAF,2007,36.802876,Very High,0.0,96.467,98.165,94.235
South Africa,ZAF,2008,35.763294,Very High,0.0,96.467,98.165,94.235
South Africa,ZAF,2009,32.766747,Very High,0.0,96.467,98.165,94.235
South Africa,ZAF,2010,30.690401,Very High,0.0,96.467,98.165,94.235
South Africa,ZAF,2011,29.658684,Very High,0.0,96.467,98.165,94.235
South Africa,ZAF,2012,30.507084,Very High,0.0,95.533,97.272,93.261
South Africa,ZAF,2013,31.598028,Very High,0.0,95.533,97.272,93.261
South Africa,ZAF,2014,32.5327,Very High,0.0,95.533,97.272,93.261
South Africa,ZAF,2015,33.41834,Very High,0.0,95.533,97.272,93.261
South Africa,ZAF,2016,33.703003,Very High,0.0,95.533,97.272,93.261
South Africa,ZAF,2017,35.903187,Very High,0.0,95.533,97.272,93.261
South Africa,ZAF,2018,36.66225,Very High,0.0017439944,95.444,98.281,92.163
South Africa,ZAF,2019,36.71214,Very High,0.0,96.0,98.494,92.395
South Africa,ZAF,2020,33.964874,Very High,0.0,94.375,98.558,89.692
South Africa,ZAF,2021,41.865726,Very High,0.20709771,99.286,99.953,98.618
South Korea,KOR,1990,0.4715146,Undefined,0.0,99.917,99.995,99.838
South Korea,KOR,1991,0.48677853,Undefined,0.0,99.917,99.995,99.838
South Korea,KOR,1992,0.5364186,Undefined,0.0,99.917,99.995,99.838
South Korea,KOR,1993,0.68197614,Undefined,0.0,99.917,99.995,99.838
South Korea,KOR,1994,0.4949064,Undefined,0.0,99.917,99.995,99.838
South Korea,KOR,1995,0.50266564,Undefined,0.0,99.917,99.995,99.838
South Korea,KOR,1996,0.5396055,Undefined,0.0,99.917,99.995,99.838
South Korea,KOR,1997,0.60348594,Undefined,0.0,99.917,99.995,99.838
South Korea,KOR,1998,0.81667113,Undefined,0.0,99.917,99.995,99.838
South Korea,KOR,1999,0.82691747,Undefined,0.0,99.917,99.995,99.838
South Korea,KOR,2000,0.79071534,Undefined,0.0,99.917,99.995,99.838
